elevation,slope,rainfall,ndvi,ndwi,landcover,flooded,row,col
45.701958,0.0,1936.4667,0.0,0.0,30.0,0,15,2792
0.0,0.0,2109.229,0.0,0.0,80.0,0,851,3895
17.48504,2.0214949,1995.9537,0.107062325,-0.3649911,50.0,0,405,2312
2.7170987,1.9328355,1739.602,0.19544491,-0.2827508,50.0,0,653,874
37.7185,5.43321,1702.8766,0.19132309,-0.26440728,50.0,0,278,1744
12.606976,1.7489889,1969.9677,0.47046843,-0.4403511,10.0,0,521,2751
11.126197,0.0,2259.685,0.0,0.0,10.0,0,710,4381
23.975409,0.0,2214.0068,0.0,0.0,10.0,0,565,4482
0.0,0.0,860.7368,0.0,0.0,80.0,0,923,2996
4.75409,5.426817,1866.7452,0.17599082,-0.2580777,50.0,0,658,2436
73.15218,0.0,1416.5048,0.0,0.0,40.0,0,33,35
29.750479,3.173433,1872.1494,0.16738313,-0.28702608,50.0,0,108,2687
8.185475,3.3637795,1732.7548,0.30934888,-0.3885008,50.0,0,115,2156
5.489715,4.499915,1702.0583,0.6207535,-0.62376237,10.0,0,720,585
28.708595,0.0,1717.9397,0.0,0.0,10.0,0,53,1202
18.601034,0.0,1795.0018,0.0,0.0,50.0,0,23,1990
23.205103,4.505784,1823.0186,0.3309661,-0.41297284,50.0,0,123,2495
42.92353,0.0,1694.8124,0.0,0.0,30.0,0,198,768
0.0,0.0,1992.2814,0.19946809,-0.21073826,80.0,0,261,3251
9.170285,1.4217736,1500.0674,0.3220544,-0.39987203,50.0,0,906,35
31.598299,0.0,1510.3087,0.0,0.0,10.0,0,456,281
8.633117,2.885446,1894.8607,0.34787205,-0.3781081,50.0,0,630,3281
33.22338,2.1932821,1722.2316,0.14869206,-0.3185829,50.0,0,350,1596
4.7347,2.8488524,1862.6085,0.37349397,-0.42284417,60.0,0,602,3231
1.0221173,1.9520714,1857.5931,0.43202946,-0.4602039,95.0,0,208,2130
4.233283,3.1613328,2141.9844,0.3580322,-0.3592705,30.0,0,830,4206
1.2571968,3.077084,1951.3096,-0.03633291,-0.004624532,80.0,0,541,2423
0.0,0.0,938.8674,0.0,0.0,80.0,0,916,1948
17.796705,0.0,2026.0259,0.0,0.0,10.0,0,166,3952
12.674769,0.0,2211.0042,0.0,0.0,10.0,0,531,4353
43.60379,0.0,1429.6758,0.0,0.0,10.0,0,233,3
8.106831,2.7365115,1867.1632,0.56992155,-0.52056587,10.0,0,361,3478
9.779963,0.0,1958.848,0.0,0.0,10.0,0,28,3093
7.9907703,0.67377144,1809.9711,0.48574167,-0.4928967,10.0,0,806,934
27.00128,2.0918243,1747.5243,0.11581609,-0.21779618,50.0,0,433,1501
9.655314,2.3953717,1739.6797,0.5166411,-0.5601791,10.0,0,530,968
55.06829,0.0,1409.5016,0.0,0.0,50.0,0,108,39
10.425845,6.5935235,1940.3652,0.48883998,-0.49071452,10.0,0,693,3123
1.5777762,0.0,1728.0802,0.0,0.0,50.0,0,137,1865
6.0717745,4.299108,1897.4188,0.54038996,-0.510929,10.0,0,615,3354
18.23106,3.0134745,1910.0343,0.32406947,-0.4131356,30.0,0,192,2691
47.879562,0.0,2200.168,0.0,0.0,10.0,0,64,4507
7.362991,1.3782725,1704.1478,0.64115644,-0.6291503,10.0,0,764,472
8.319127,2.9142022,1911.3462,0.5832736,-0.55814224,10.0,0,539,3292
9.543184,3.4534287,1865.4484,0.59039956,-0.5579333,10.0,0,677,2641
51.4017,0.0,1430.9027,0.0,0.0,30.0,0,147,77
8.92353,2.148932,1953.2635,0.6471969,-0.5893823,10.0,0,486,3258
70.27209,0.0,1452.0072,0.0,0.0,40.0,0,47,112
46.499523,0.0,1824.9819,0.0,0.0,10.0,0,37,2389
29.880066,5.365688,1875.3127,0.24588017,-0.35084605,50.0,0,80,2679
10.404314,3.4455223,1898.2457,0.595894,-0.5537002,10.0,0,738,1141
42.59209,0.0,1734.986,0.0,0.0,20.0,0,292,971
0.0,0.0,840.4838,0.0,0.0,80.0,0,917,706
30.585232,0.0,1714.3522,0.0,0.0,10.0,0,385,898
-0.37051523,2.481043,1868.1206,0.1333083,-0.17067493,50.0,0,697,2298
13.36462,1.7685494,2055.9836,0.5485853,-0.47968486,10.0,0,452,2932
21.152117,0.0,1627.0902,0.0,0.0,40.0,0,451,394
8.22744,1.8654834,1983.9143,0.4512978,-0.41573647,10.0,0,733,3379
52.906693,0.0,1500.9636,0.0,0.0,10.0,0,28,226
5.9555817,3.2124233,1951.3527,0.484394,-0.50143504,10.0,0,459,3296
14.253625,2.3814163,2052.3645,0.64295065,-0.5804059,30.0,0,399,2954
33.505646,0.0,2089.229,0.0,0.0,10.0,0,33,4131
0.0,0.0,1134.3323,0.0,0.0,80.0,0,911,4019
11.770964,2.1436121,1949.5803,0.68126845,-0.61967635,10.0,0,218,2858
13.297858,2.9176233,1851.72,0.5774726,-0.5582351,10.0,0,191,2520
0.0,0.0,1452.4967,0.0,0.0,80.0,0,891,3795
48.779583,0.0,1733.6198,0.0,0.0,30.0,0,202,971
0.0,0.0,1414.6449,0.0,0.0,80.0,0,886,2662
29.058332,3.163031,1828.4996,0.27220756,-0.3246337,50.0,0,146,2490
41.843147,0.0,1760.0773,0.0,0.0,50.0,0,214,1326
39.37281,4.5439672,1758.9174,0.2820905,-0.34916162,50.0,0,91,2346
0.0,0.0,1654.0342,0.17994505,-0.14077026,80.0,0,577,524
11.317275,0.0,2020.6259,0.0,0.0,10.0,0,170,3946
43.446377,0.0,1726.862,0.0,0.0,10.0,0,222,877
12.546804,0.0,1646.1608,0.0,0.0,10.0,0,265,643
0.0,0.0,1912.0638,0.0,0.0,80.0,0,820,2760
32.562378,2.2240982,1787.5863,0.12150538,-0.20717593,50.0,0,380,1749
35.833256,5.208941,1840.7676,0.10382514,-0.18475074,50.0,0,304,1869
33.419807,0.0,1722.3109,0.0,0.0,30.0,0,369,914
18.795053,2.2381418,1654.9689,0.28735325,-0.3595379,50.0,0,157,1555
22.739809,3.1770763,1935.811,0.27644712,-0.3582902,50.0,0,357,2460
8.968278,3.2589693,1681.6616,0.5516922,-0.59040153,10.0,0,596,820
4.8478203,0.0,1764.2635,0.0,0.0,30.0,0,144,1910
16.095592,0.0,1667.826,0.0,0.0,30.0,0,511,785
19.830101,0.0,1536.5697,0.0,0.0,10.0,0,563,143
13.23545,2.2866035,1911.9618,0.6045154,-0.5523475,10.0,0,738,2761
16.792385,0.0,1826.031,0.0,0.0,10.0,0,512,1269
11.110007,7.268723,2016.5104,0.65213615,-0.5977591,10.0,0,453,3115
43.996944,0.0,1571.2405,0.0,0.0,10.0,0,202,521
6.954686,1.8670123,1926.2137,0.266847,-0.33618677,20.0,0,780,2613
0.0,0.0,2153.716,0.0,0.0,80.0,0,926,4399
13.179202,2.2986455,1779.625,0.4760052,-0.49486506,10.0,0,671,1469
3.9351919,3.600842,1672.4275,0.6555351,-0.6151873,30.0,0,588,580
36.10079,0.0,1817.1482,0.0,0.0,10.0,0,22,2354
0.0,0.0,1676.8424,0.035220128,-0.06675308,80.0,0,656,488
7.584239,0.0,1606.8008,0.0,0.0,30.0,0,138,607
10.423437,4.1171875,1916.4729,0.5830263,-0.5697784,10.0,0,814,1236
15.887885,2.4197407,1932.123,0.52357984,-0.49062786,10.0,0,739,2541
36.041843,0.0,2077.2124,0.0,0.0,10.0,0,120,4149
0.0,0.0,1956.7677,0.0,0.0,80.0,0,812,3479
6.3877892,1.5243151,1771.0385,0.53242946,-0.56258565,10.0,0,541,1390
0.0,0.0,1968.9843,0.0,0.0,80.0,0,819,3564
8.444826,0.0,1646.4976,0.0,0.0,10.0,0,439,552
4.226344,2.5604658,1877.0104,0.33417657,-0.39155674,30.0,0,701,1213
14.321935,1.3200406,1673.4647,0.5554321,-0.5379121,30.0,0,533,750
4.746375,0.0,2271.2327,0.0,0.0,30.0,0,690,4427
0.0,0.0,927.0251,0.0,0.0,80.0,0,918,2551
0.0,0.0,1045.3983,0.0,0.0,80.0,0,905,903
0.0,0.0,1991.8517,0.0,0.0,80.0,0,858,3745
4.657171,1.6614032,1997.2025,0.49882433,-0.43796325,95.0,0,383,2626
11.750479,3.059832,1901.7145,0.41697645,-0.40522274,10.0,0,585,3392
3.7097924,3.0371933,1818.2361,0.4040108,-0.39550063,30.0,0,622,2736
33.630615,0.0,1674.5873,0.0,0.0,30.0,0,307,712
24.728928,0.0,1648.5929,0.0,0.0,30.0,0,190,678
20.150398,0.0,1858.2902,0.0,0.0,30.0,0,404,1266
11.253625,1.6400124,2002.316,0.31643113,-0.38634375,30.0,0,414,2294
12.486789,2.1746702,1933.1815,0.6169133,-0.5719375,10.0,0,512,3261
57.97465,3.3846993,1755.388,0.2601615,-0.34678954,50.0,0,46,2252
1.6042963,1.4937218,1600.3693,0.56985605,-0.5588565,30.0,0,830,110
1.837933,2.324374,1876.8999,0.2339053,-0.2926071,50.0,0,744,2320
24.271114,0.0,1656.2217,0.0,0.0,10.0,0,598,438
0.0,0.0,1562.0215,0.0,0.0,80.0,0,928,132
6.0650387,2.9913719,1983.051,0.6311041,-0.58989394,10.0,0,342,3279
25.262522,1.8123747,1772.707,0.13909261,-0.25020465,50.0,0,370,1423
3.4912508,1.9904267,1699.054,0.5007696,-0.5186916,40.0,0,636,666
4.1538663,4.344458,1894.7382,0.58324176,-0.54981846,95.0,0,770,1124
22.513447,1.418871,1886.4487,0.56838274,-0.531742,10.0,0,179,3609
17.479675,5.9177184,1943.9459,0.3784916,-0.4271255,10.0,0,209,2841
15.348778,5.8678236,1736.3486,0.25970727,-0.34166452,50.0,0,129,2198
5.261334,4.176761,1858.0999,0.16407356,-0.23050088,50.0,0,654,2519
13.336497,3.23351,1793.8235,0.53457284,-0.53419995,10.0,0,336,1371
5.829715,1.1282055,1875.5492,0.5814634,-0.5556622,10.0,0,792,1031
37.69859,1.9266208,1693.9149,0.14102235,-0.26715162,50.0,0,298,1518
5.523167,6.461256,1893.099,0.036618203,-0.10236221,50.0,0,789,1949
12.50904,7.36831,1976.686,0.20915529,-0.3043241,50.0,0,363,2296
0.0,0.0,1988.79,0.0,0.0,80.0,0,793,3237
5.9567103,2.485983,1929.1685,0.22210369,-0.2893641,30.0,0,778,2577
10.42391,1.8187941,2244.8403,0.5004744,-0.4749359,10.0,0,819,4355
9.110328,1.850616,1757.1997,0.54280967,-0.5362422,10.0,0,660,1477
34.82314,0.0,2081.5417,0.0,0.0,10.0,0,181,4065
27.401701,0.0,2212.9084,0.0,0.0,10.0,0,516,4363
11.532229,0.0,2201.631,0.0,0.0,10.0,0,286,4297
16.84782,4.3527546,1925.2797,0.34839752,-0.40915662,10.0,0,111,3404
11.401292,6.3516355,1906.0471,0.58462304,-0.5389091,10.0,0,418,3484
37.12997,0.0,1671.9598,0.0,0.0,10.0,0,138,779
19.0,1.1269983,1921.7157,0.50207686,-0.49547687,10.0,0,137,3398
13.015184,1.6174049,2223.759,0.5223486,-0.4931258,10.0,0,500,3850
3.3890927,3.8917866,1900.759,0.5202836,-0.5362165,10.0,0,717,1238
4.872394,3.5951014,1878.8402,0.32626325,-0.35803258,10.0,0,579,2911
8.359075,1.9378175,1681.6909,0.3860991,-0.44822794,90.0,0,630,768
4.790137,1.2051411,1894.3595,0.27667177,-0.32048574,30.0,0,697,2413
0.0,0.0,2035.7458,0.0,0.0,80.0,0,856,3790
24.954468,0.0,1508.8384,0.0,0.0,40.0,0,449,36
5.0232234,3.9317956,1910.9875,0.51648647,-0.48753977,10.0,0,842,1207
0.0,0.0,1556.6025,0.0,0.0,80.0,0,880,3186
0.0,0.0,1913.7161,0.0,0.0,80.0,0,846,1392
13.57609,1.781977,1688.0463,0.20715977,-0.32812047,50.0,0,597,692
20.844372,0.0,1725.5239,0.0,0.0,10.0,0,438,963
48.45171,0.0,1932.5548,0.0,0.0,10.0,0,24,3201
70.48852,0.0,1416.2932,0.0,0.0,10.0,0,38,36
35.359688,0.0,1796.1749,0.0,0.0,10.0,0,349,1174
44.60961,0.0,1848.1276,0.0,0.0,10.0,0,32,2530
15.920764,2.1912327,1998.3103,0.61712927,-0.5771075,10.0,0,309,3233
29.904099,0.0,1734.297,0.0,0.0,30.0,0,438,987
4.5149593,1.7497556,1949.1023,0.19022596,-0.25780925,50.0,0,312,1973
52.79484,0.0,1661.1226,0.0,0.0,50.0,0,97,793
29.398252,1.5295624,1814.8531,0.15184858,-0.2761185,50.0,0,119,2462
0.0,0.0,953.9364,0.0,0.0,80.0,0,916,1298
14.8076105,5.7549787,2283.5789,0.51468146,-0.4702877,10.0,0,781,4536
20.124554,0.0,1738.8208,0.0,0.0,10.0,0,499,985
0.0,0.0,1890.7888,0.0,0.0,80.0,0,843,2352
8.100048,3.9330666,1949.6992,0.5149782,-0.5043348,30.0,0,539,2961
15.011247,3.6940649,1937.7263,0.56821847,-0.5869347,10.0,0,69,3115
38.34065,2.2426915,1668.9591,0.16626689,-0.28376877,50.0,0,218,1525
0.0,0.0,1352.1793,0.0,0.0,80.0,0,893,3321
9.174847,2.1093926,1901.0629,0.081229694,-0.1811604,50.0,0,451,1713
10.526681,0.0,2159.7673,0.0,0.0,10.0,0,246,4432
15.042666,3.7857008,1936.9745,0.6151025,-0.57865393,10.0,0,211,2808
13.304089,3.638034,1958.4144,0.64042336,-0.5980226,10.0,0,86,3021
0.0,0.0,1153.1327,0.0,0.0,80.0,0,904,3505
4.544083,3.4807549,2053.9978,0.6865849,-0.62858236,10.0,0,458,2889
0.0,0.0,1332.2854,0.0,0.0,80.0,0,891,1224
0.0,0.8638613,2114.7827,0.0793484,-0.04956566,90.0,0,764,3982
12.621105,0.0,2142.1467,0.0,0.0,10.0,0,260,4191
7.3923955,2.742682,1898.1593,0.24808408,-0.33708656,30.0,0,418,3444
41.946724,0.0,1805.9613,0.0,0.0,10.0,0,24,2334
3.1876636,2.87417,1704.0022,0.50235015,-0.52793545,90.0,0,847,563
12.717113,2.5291355,1786.2699,0.2377305,-0.3171321,50.0,0,95,2064
16.722591,3.3231242,1891.4734,0.24755606,-0.34877214,50.0,0,445,1773
19.49275,2.7934887,1941.195,0.2626174,-0.34588173,50.0,0,342,2561
5.7427573,1.8645363,1703.6335,0.5373317,-0.552534,40.0,0,791,644
11.428471,0.0,2106.7432,0.0,0.0,10.0,0,322,3832
40.62966,0.0,1407.7206,0.0,0.0,30.0,0,82,25
8.471773,1.3471308,1906.4479,0.39534885,-0.46586826,10.0,0,730,1183
11.373224,1.8930469,1824.8629,0.28933138,-0.33937693,50.0,0,400,1352
27.161938,0.0,2238.29,0.0,0.0,10.0,0,9,4561
4.746375,1.011183,1553.6539,0.57561946,-0.6006944,10.0,0,672,80
50.925453,0.0,1709.8142,0.0,0.0,30.0,0,179,846
46.85441,0.0,1471.2738,0.0,0.0,10.0,0,221,229
36.723747,3.1808965,1912.8688,0.33574566,-0.39506006,50.0,0,157,2786
13.5404825,2.9635108,1892.9752,0.35856152,-0.43566817,50.0,0,270,2533
9.396411,0.0,2170.049,0.0,0.0,10.0,0,554,4110
0.0,0.0,1005.1688,0.0,0.0,80.0,0,905,703
11.344013,2.2509243,2161.864,0.60038984,-0.5560294,10.0,0,549,3772
2.4148874,1.9263611,1739.0438,0.4235345,-0.45807025,30.0,0,571,1840
0.0,0.0,1771.2153,-0.0170767,0.01593741,80.0,0,756,1687
17.655264,0.0,2233.5195,0.0,0.0,10.0,0,593,4516
7.3179784,1.9977337,1943.0624,0.49488974,-0.47505307,90.0,0,736,3519
11.148076,0.0,2170.5454,0.0,0.0,10.0,0,195,4481
19.011204,0.0,1546.3904,0.0,0.0,10.0,0,548,196
26.694265,3.9461765,1816.685,0.20746508,-0.3295512,50.0,0,221,2407
35.358727,0.0,1615.413,0.0,0.0,50.0,0,22,626
0.0,0.0,2258.806,-0.16879795,0.10999543,90.0,0,388,4178
10.453244,0.0,2169.5835,0.0,0.0,10.0,0,566,4237
2.168877,1.2057202,1612.0277,0.5788856,-0.5565192,90.0,0,776,124
0.0,0.0,2203.5447,0.0,0.0,90.0,0,321,4069
14.45739,0.0,1717.2543,0.0,0.0,10.0,0,86,1217
10.2818775,5.0534725,1899.8395,0.46873435,-0.45166874,10.0,0,435,3412
10.544108,1.7884899,1989.9219,0.62347925,-0.5512943,10.0,0,734,3303
5.162784,0.0,2079.5913,0.0,0.0,10.0,0,301,3856
18.598299,0.0,1520.0837,0.0,0.0,10.0,0,555,71
6.249521,2.8013916,1946.7566,0.12869221,-0.18289214,10.0,0,696,3140
0.0,0.0,1736.6104,0.0,0.0,80.0,0,864,1171
11.07647,0.7176907,1956.2201,0.6675455,-0.596819,10.0,0,729,3018
19.747606,1.5582088,1788.9814,0.36444283,-0.43967175,10.0,0,525,1111
2.2338684,1.7663634,1851.2242,0.019898556,-0.1101359,50.0,0,769,1870
26.336359,0.0,1673.5669,0.0,0.0,30.0,0,397,782
7.57627,2.5060272,1886.6047,0.15343283,-0.22549953,50.0,0,245,2141
46.962914,0.0,1711.6923,0.0,0.0,50.0,0,120,1156
24.36147,4.0591617,1794.352,0.21118662,-0.3029664,50.0,0,320,1359
49.783722,0.0,1911.6796,0.0,0.0,10.0,0,32,2745
0.0,0.0,1986.7021,0.0,0.0,80.0,0,825,3205
10.038005,5.7615075,1819.8375,0.07438017,-0.12001603,50.0,0,727,2185
16.681536,0.0,2088.3064,0.0,0.0,10.0,0,34,4029
16.945538,0.0,1936.3993,0.0,0.0,10.0,0,43,3341
8.000502,1.2808189,1857.5234,0.063950844,-0.19184193,50.0,0,692,1379
22.390455,0.0,1719.7257,0.0,0.0,10.0,0,18,1300
11.5765915,1.5557745,1834.1183,0.6194145,-0.55742157,30.0,0,581,2663
0.0,0.0,1644.0721,0.0,0.0,80.0,0,914,259
23.143972,5.518344,1895.2582,0.5780679,-0.5485524,10.0,0,258,3617
13.018074,0.0,2139.745,0.0,0.0,10.0,0,271,4066
28.035313,4.4414477,1918.076,0.29161954,-0.38079247,50.0,0,157,2801
0.0,0.0,1588.3038,0.0,0.0,80.0,0,875,2495
6.7480216,0.0,1487.121,0.0,0.0,10.0,0,395,115
12.26883,3.0164208,1934.4485,0.58986473,-0.53546244,10.0,0,203,3706
4.2126513,0.0,1639.3629,0.0,0.0,10.0,0,450,513
6.5346885,0.0,2275.7412,0.0,0.0,10.0,0,703,4513
7.9961386,4.5998178,1777.7552,0.6503933,-0.59574944,10.0,0,76,2083
60.079235,0.0,1719.9911,0.0,0.0,10.0,0,18,1190
17.061771,0.0,2119.3293,0.0,0.0,10.0,0,255,4047
0.0,0.0,1635.5372,0.0,0.0,80.0,0,875,3177
18.243252,0.0,2252.969,0.0,0.0,10.0,0,634,4560
0.0,0.78626233,1907.8807,0.55603796,-0.49595618,90.0,0,302,3372
0.0,0.0,1754.2959,0.0,0.0,80.0,0,862,1103
0.0,0.0,1001.5281,0.0,0.0,80.0,0,915,3212
22.125866,0.0,1742.6472,0.0,0.0,10.0,0,219,1064
0.0,0.0,1227.9135,0.0,0.0,80.0,0,932,332
37.876156,0.0,1672.4836,0.0,0.0,30.0,0,301,703
13.0,0.0,2029.0958,0.0,0.0,10.0,0,75,3857
7.363659,3.909227,1800.6976,0.107454255,-0.2181548,50.0,0,699,1500
7.702628,1.8321947,1919.1678,0.109822795,-0.21829972,50.0,0,776,2439
10.202014,2.6621335,1948.8624,0.39924493,-0.41798183,10.0,0,224,3746
61.02221,3.2433434,1820.9316,0.2953343,-0.410871,10.0,0,48,2393
7.5025177,2.4324245,1563.7285,0.5290357,-0.5484219,10.0,0,801,66
0.0,0.0,1957.0931,0.0,0.0,80.0,0,830,3035
8.71014,1.6893269,1874.6913,0.09376605,-0.18359636,50.0,0,643,2949
4.3820505,3.5996559,1919.1981,0.48453346,-0.5086318,10.0,0,813,1338
22.67237,2.50244,1866.5532,0.665104,-0.62620336,10.0,0,59,2626
8.472772,0.0,2155.6594,0.0,0.0,10.0,0,188,4300
40.366882,3.071749,1921.89,0.30245855,-0.35112694,10.0,0,315,3593
10.401701,1.682153,2000.1405,0.5084926,-0.45556977,10.0,0,132,3785
4.424986,0.0,1839.8351,0.0,0.0,20.0,0,321,1285
9.84782,2.9446626,1955.0441,0.41564703,-0.43930635,10.0,0,531,2699
19.06062,4.117195,1979.0416,0.62929064,-0.5782765,10.0,0,209,3262
33.813206,6.1524787,1845.7733,0.40577292,-0.46595317,10.0,0,393,1810
16.996489,1.9884449,1945.1718,0.6004648,-0.538771,10.0,0,106,2895
7.8356323,3.3660111,1877.3384,0.22096814,-0.2675433,50.0,0,656,2868
17.09433,0.0,2237.0662,0.0,0.0,10.0,0,619,4409
13.450799,1.1532921,2019.2357,0.5762903,-0.52474385,10.0,0,100,3848
42.39165,2.7401485,1780.8633,0.5010033,-0.5192959,10.0,0,175,2354
9.074935,1.6252263,2030.0073,0.63221514,-0.55572814,10.0,0,492,2880
20.702127,0.0,1645.6565,0.0,0.0,10.0,0,574,388
27.279572,0.0,1684.5834,0.0,0.0,20.0,0,392,814
6.8029304,1.542165,1649.0688,0.55768234,-0.5665973,30.0,0,857,655
44.44931,0.0,1715.5763,0.0,0.0,50.0,0,4,1308
0.0,0.0,1546.9003,0.0,0.0,80.0,0,878,2845
45.402702,0.0,1727.4517,0.0,0.0,10.0,0,4,1254
1.6688386,4.041829,2288.9902,0.35669237,-0.3170068,80.0,0,815,4420
9.011097,3.9733555,1924.2617,0.26679868,-0.33148327,50.0,0,319,2234
0.0,0.0,1974.5847,0.0,0.0,80.0,0,837,3427
25.239346,5.1246357,1929.1342,0.63040024,-0.581278,10.0,0,81,3132
0.0,0.0,1314.9379,0.0,0.0,80.0,0,896,3603
0.0,0.0,928.78955,0.0,0.0,80.0,0,916,2310
20.38041,0.0,1837.352,0.0,0.0,30.0,0,398,1330
26.567883,6.3584876,1919.04,0.62508357,-0.5638188,30.0,0,81,3281
39.0,0.0,1607.4165,0.0,0.0,20.0,0,369,386
25.973444,0.0,1677.5962,0.0,0.0,10.0,0,470,744
0.0,0.0,1500.8579,0.0,0.0,80.0,0,906,4312
9.970081,0.0,2155.2122,0.0,0.0,10.0,0,207,4316
0.0,0.0,1479.4768,0.0,0.0,80.0,0,884,3448
7.829715,0.0,2150.8142,0.0,0.0,10.0,0,717,4229
34.379505,0.0,1711.0472,0.0,0.0,30.0,0,214,794
12.528181,1.9336427,1659.1206,0.6641705,-0.6433447,10.0,0,585,543
55.2696,0.0,1560.4879,0.0,0.0,20.0,0,97,382
54.768585,0.0,1677.9443,0.0,0.0,10.0,0,117,815
8.071293,1.1208031,2271.546,0.35222444,-0.36537912,30.0,0,874,4424
15.256399,2.4052541,1838.7307,0.576235,-0.5668215,10.0,0,412,1677
16.093729,4.101892,1939.4963,0.588928,-0.5404003,10.0,0,137,3171
6.746375,0.0,1491.8114,0.0,0.0,10.0,0,411,107
23.216513,2.8692312,1934.8785,0.25296804,-0.3402177,50.0,0,329,2295
35.25773,0.0,1747.6848,0.0,0.0,50.0,0,342,1049
12.767174,0.0,1497.1272,0.0,0.0,10.0,0,421,66
32.10082,0.0,1494.578,0.0,0.0,10.0,0,429,138
33.579144,1.9745095,1909.9241,0.6030577,-0.56435645,10.0,0,140,2794
17.633116,3.1333997,1877.7019,0.22658467,-0.3046541,50.0,0,294,2345
64.62145,0.0,1649.9939,0.0,0.0,50.0,0,6,796
5.1461062,2.881807,1697.9401,0.41053677,-0.45240533,50.0,0,622,827
9.0,0.6257881,1575.7175,0.59499735,-0.62924707,10.0,0,666,120
0.018707173,0.0,1991.2042,0.0,0.0,80.0,0,750,3274
7.3931966,4.955524,1703.811,0.49239078,-0.52840626,30.0,0,768,605
1.9777907,2.065607,1547.9064,0.60932946,-0.56213015,90.0,0,741,47
4.764406,2.0120234,1824.1683,0.5874934,-0.56043386,10.0,0,776,955
5.3506823,1.8667885,1976.9097,0.5935535,-0.5244422,10.0,0,195,3175
2.5196886,3.9464977,1789.6582,0.3980534,-0.43899307,30.0,0,660,961
44.322464,0.0,1420.3269,0.0,0.0,50.0,0,147,50
16.536114,0.0,2192.0625,0.0,0.0,10.0,0,289,4335
0.0,0.0,1909.0182,0.0,0.0,80.0,0,845,2394
14.892489,4.646811,1816.0732,0.5164689,-0.44333038,10.0,0,593,2712
16.576591,0.0,2213.3757,0.0,0.0,10.0,0,650,4355
18.847319,0.0,1647.2847,0.0,0.0,10.0,0,614,350
26.61798,0.0,2019.5637,0.0,0.0,10.0,0,197,3955
0.0,0.0,2065.6448,0.0,0.0,80.0,0,853,3708
24.782808,1.8200984,1921.5175,0.14621566,-0.2570376,50.0,0,328,2339
9.17524,4.029892,2016.3959,0.64228606,-0.5850243,10.0,0,305,3168
13.42391,0.0,2179.3008,0.0,0.0,10.0,0,302,4106
2.0955372,1.6489803,2032.5905,0.59408283,-0.5244023,95.0,0,488,2839
16.681057,4.3246765,2032.0358,0.68258774,-0.6253158,10.0,0,421,3091
22.433344,2.9213276,1805.4266,0.49330837,-0.50377357,10.0,0,148,2404
30.568514,2.7392366,1779.947,0.4429395,-0.48730135,50.0,0,61,2342
26.348719,0.0,1681.6273,0.0,0.0,10.0,0,412,685
21.776978,0.0,2097.3364,0.0,0.0,10.0,0,187,4182
45.4017,1.7701946,1818.5721,0.29608282,-0.37570232,50.0,0,72,2420
18.108622,0.0,1783.6178,0.0,0.0,10.0,0,460,1103
17.15472,0.0,2269.7378,0.0,0.0,10.0,0,686,4497
13.440622,0.0,2172.2551,0.0,0.0,10.0,0,189,4487
4.701393,0.0,1512.6887,0.0,0.0,10.0,0,469,64
61.26769,0.0,1489.589,0.0,0.0,10.0,0,103,283
0.0,0.0,965.97766,0.0,0.0,80.0,0,915,2422
37.70491,0.0,1627.6869,0.0,0.0,10.0,0,375,406
3.1495059,1.8566165,1582.0682,0.36658233,-0.37636495,30.0,0,602,1644
0.0,0.0,1439.778,0.0,0.0,80.0,0,886,2987
12.908951,0.0,2138.4692,0.0,0.0,10.0,0,270,4037
7.7907934,3.080414,1975.852,0.54387695,-0.5271488,10.0,0,396,2402
5.3696604,5.017082,1711.2937,0.17640664,-0.25942093,50.0,0,219,1819
0.0,0.0,1004.2949,0.0,0.0,80.0,0,912,2378
15.8189745,0.0,2155.5781,0.0,0.0,10.0,0,179,4290
5.1483126,1.3982824,1827.677,0.33760634,-0.3751048,50.0,0,815,1524
0.7685842,0.99459606,1704.1478,0.5125828,-0.5304208,30.0,0,792,464
0.0,0.0,803.06775,0.0,0.0,80.0,0,923,1841
22.971537,0.0,1801.4027,0.0,0.0,50.0,0,424,1159
3.6427684,5.1808095,1961.4463,0.53790915,-0.5184074,30.0,0,171,3135
12.253625,2.777533,1827.191,0.12146335,-0.23812291,50.0,0,507,1628
0.0,0.36871055,2079.573,0.28405017,-0.26033422,90.0,0,725,3761
22.998108,0.0,2232.8342,0.0,0.0,10.0,0,591,4543
40.08955,1.0132957,1713.4043,0.1343868,-0.24264705,50.0,0,297,1659
8.314755,3.0839062,1821.2478,0.45244247,-0.47457838,50.0,0,213,2198
62.375584,0.0,1710.9105,0.0,0.0,30.0,0,44,1022
23.39523,0.0,1826.4932,0.0,0.0,30.0,0,299,1285
3.0920897,3.165548,1924.6064,0.46556318,-0.4851457,95.0,0,738,1279
4.1382365,1.6939937,1842.5383,0.22700447,-0.27318895,50.0,0,667,1166
0.0,0.0,1915.4755,0.0,0.0,80.0,0,833,2796
0.0,0.0,1477.9362,0.0,0.0,80.0,0,898,322
64.93365,0.0,1479.504,0.0,0.0,10.0,0,39,171
42.328773,0.0,1757.3298,0.0,0.0,50.0,0,267,1386
10.095153,3.557189,1655.8607,0.52324075,-0.57054883,10.0,0,852,191
8.681756,4.6015415,1897.0078,0.5655598,-0.55191255,10.0,0,774,1135
19.863766,0.0,1730.5728,0.0,0.0,10.0,0,487,975
